url,text,chunk_id,metadata,error_message
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/concept-classification.html,"To use the Classify text recipe, you’ll need:

-   A Dataiku instance (version 12.3 and above).

-   A connection to at least one supported generative AI model. Your
    administrator must configure them beforehand in the ADMINISTRATION
    PANEL > CONNECTIONS > NEW CONNECTION > LLM MESH.

    Supported model connections include models such as OpenAI, Hugging
    Face, Cohere, etc.

[Text classification in Dataiku using generative AI.]",3,"{'headers': ['CONCEPT | CLASSIFY TEXT RECIPE#', 'Prerequisites#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/concept-classification.html,"The Classify text recipe allows several classification use cases,
whether the classes are:

-   predefined in the LLM to perform a specific task, or

-   specified by the users when configuring the Classify text recipe.

[New classify text recipe window where you select the text
classification use case.]

The choice between task-specific and user-specified classes depends on
the flexibility you need in defining categories for your classification
project. Task-specific classes are common when the classification task
aligns with well-defined categories preset by the models (e.g. sentiment
or emotion analysis), while user-specified classes provide more
flexibility for customized classification.",4,"{'headers': ['CONCEPT | CLASSIFY TEXT RECIPE#', 'Use case#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/concept-classification.html,"A classification using task-specific classes lets you use an LLM
designed to categorize the input data with some classes that are
predefined based on the nature of the task to perform. For example, if
you use an LLM for sentiment analysis, task-specific classes could
include “positive,” “negative”, and “neutral” sentiments.

The Classify text recipe with task-specific classes allows you to
perform the following tasks:

-   Sentiment analysis to analyze the sentiments in the input data,
    whether the data is positive, negative or neutral.

-   Emotion analysis to analyze the different emotions in the input
    data.",5,"{'headers': ['CONCEPT | CLASSIFY TEXT RECIPE#', 'Use case#', 'Classification with task-specific classes#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/concept-classification.html,"User-specified classes are categories that you define based on your
needs. It offers more flexibility as you set the classes directly in the
recipe settings page.

In fact, in the recipe settings page, you:

1.  Select which LLM to use.

2.  Assign the correct text column as input.

3.  Enter the labels for the classes you want to use to classify your
    data.

4.  Optionally, provide some examples to provide the LLM with some
    context and help it categorize your input data.

    -   A zero-shot classification is when you provide no example at
        all.

    -   A single-shot classification is when you provide one example for
        each category.

    -   A few-shot classification is when you provide a few examples for
        each categories.

    Important

    Keep in mind that the cost increases with the number of examples you
    provide.

[Screenshot of classes defined by the user in the settings page of the
Classify text recipe.]",6,"{'headers': ['CONCEPT | CLASSIFY TEXT RECIPE#', 'Use case#', 'Classification with user-specified classes#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/concept-classification.html,"After running the recipe, you can see the prediction for each row of
your dataset:

-   In the _llm_prediction_ column when using task-specific classes.

    [Screenshot of an output dataset when using task-specific classes.]

-   In the _predicted_class_ column when using user-specified classes.

    [Screenshot of an output dataset when using user-specified classes.]

Depending on the options you set when configuring the recipe, you may
get some additional explanation on the prediction that was given.",7,"{'headers': ['CONCEPT | CLASSIFY TEXT RECIPE#', 'Output dataset#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/concept-classification.html,"Continue learning about classification by working through the Tutorial |
Classify text with generative AI article.

Next

Concept | Summarize text recipe

Previous

Concept | Prompt Studios and Prompt recipe

Copyright © 2024, Dataiku

Made with Sphinx and @pradyunsg's Furo

 On this page

-   Concept | Classify text recipe
    -   Prerequisites
    -   Use case
        -   Classification with task-specific classes
        -   Classification with user-specified classes
    -   Output dataset
    -   What’s next?",8,"{'headers': ['CONCEPT | CLASSIFY TEXT RECIPE#', 'What’s next?#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"Contents

Menu

Expand

Light mode

Dark mode

Auto light/dark mode

Hide navigation sidebar

Hide table of contents sidebar

[Dataiku]

Academy

Join the Academy

Benefit from guided learning opportunities →

-   Quick Starts
-   Learning Paths
-   Certifications

-   Release Highlights
-   Academy Discussions

Community

-   
-   Learn About Us
-   Ask a Question
-   What's New?

-   Discuss Dataiku
-   Using Dataiku
-   Setup and Configuration
-   General Discussion
-   Plugins & Extending Dataiku
-   Product Ideas

-   Programs
-   Frontrunner Awards
-   Dataiku Neurons
-   Community Resources
-   Community Feedback
-   User Research

Documentation

Reference Documentation

Comprehensive specifications of Dataiku →

-   Release Notes
-   User's Guide
-   Specific Data Processing
-   Automation & Deployment
-   APIs
-   Installation & Administration
-   Other Topics

Knowledge

Knowledge Base

Articles and tutorials on Dataiku features →

-   User Guide
-   Admin Guide
-   Dataiku Solutions
-   Dataiku Cloud

Developer

Developer Guide

Tutorials and articles for developers and coder users →

-   Getting Started
-   Concepts and Examples
-   Tutorials
-   API Reference

Toggle site navigation sidebar

Dataiku Knowledge Base

Toggle Light / Dark / Auto color theme

Toggle table of contents sidebar

User Guide

-   Getting Started
-   Data Sourcing
-   Data Preparation
-   Data Visualization
-   Collaboration
-   Machine Learning & Analytics
-   Code
-   MLOps & Operationalization
-   Plugins

Dataiku Cloud

-   Space Management
-   Data Connections & Compute
-   Space Add-ons
-   Cloud Code Environments

Additional Offerings

-   Dataiku Solutions
-   Use Cases

Admin Guide

-   Deploying Dataiku
-   Configuring Dataiku
-   Operating Dataiku

-   [Go back to the homepage]
-   Machine Learning & Analytics
-   Generative AI and Large Language Models (LLMs)

Back to top

Toggle Light / Dark / Auto color theme

Toggle table of contents sidebar",1,,
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"The Prompt recipe allows you to write prompts, or instructions to a
large language model (LLM), to process datasets.

Let’s see how the recipe can be used to process text in different ways!",2,{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#']},
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,,3,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Get started#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"In this tutorial, you will:

-   Use an LLM connection and the Prompt recipe to translate a database
    of product reviews.

-   Extract entities from the reviews also using an LLM.

-   Validate results from the model.",4,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Get started#', 'Objectives#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"To complete this tutorial, you will need:

-   Dataiku 12.5 or later.

-   An Advanced Analytics Designer or Full Designer user profile.

-   A connection to at least one supported generative AI model. Your
    administrator must configure the connection beforehand in the
    ADMINISTRATION PANEL > CONNECTIONS > NEW CONNECTION > LLM MESH.
    Supported model connections include models such as OpenAI, Hugging
    Face, Cohere, etc.

-   No prior knowledge of working with large language models (LLMs),
    though it would be useful to read the article Concept | Prompt
    Studios and Prompt recipe before completing this tutorial.",5,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Get started#', 'Prerequisites#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"This tutorial uses a dataset of product reviews from online shoppers.
We’ll work with a small subset reviews to reduce computation cost.

To create the project:

1.  From the Dataiku Design homepage, click + NEW PROJECT > DSS
    TUTORIALS > ML PRACTITIONER > LLM - PROMPT RECIPE.

2.  From the project homepage, click GO TO FLOW (or g + f).

Note

You can also download the starter project from this website and import
it as a zip file.",6,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Create the project#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"Let’s say we want to translate the online product reviews from English
into French.

[The dataset of product reviews to process.]",7,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Translate text#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"Start by creating a Prompt recipe to process this data.

1.  From within the dataset or with it selected in the Flow, navigate to
    the ACTIONS panel.

2.  Under LLM RECIPES, select the PROMPT recipe.

3.  Change the name of the OUTPUT DATASET to product_reviews_translated.

4.  Click CREATE RECIPE.

[Steps to create the Prompt recipe.]",8,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Translate text#', 'Create the Prompt recipe#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"In the recipe settings, you can write a prompt directly.

1.  Choose your LLM connection. The options depend on your connections;
    in this tutorial we will use the GPT-4o mini model from OpenAI.

2.  In the PROMPT box, copy and paste the following text:

    Translate the product reviews into French.

3.  Click ADD INPUTS and add the following:

-   DESCRIPTION: Product review

-   COLUMN: text

4.  Click SAVE.

5.  RUN the recipe.

6.  After the recipe has finished running, click EXPLORE DATASET
    PRODUCT_REVIEWS_TRANSLATED.

[Steps to write a translation prompt.]

The output dataset contains an _llm_output_ column with the model’s
results of translated product reviews.

[The output dataset from a translation prompt.]

Now let’s write a more complex prompt!",9,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Translate text#', 'Write the prompt#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"Entity extraction, also known as named entity recognition (NER), is a
natural language processing (NLP) technique used to identify and extract
important data points, such as names, locations, organizations, dates,
or email addresses.

Entity extraction can help turn unstructured text into structured data
that can be used more easily to search, analyze, or build models. It can
also be used to help detect events and participants involved, to analyze
sentiment around entities, or summarize texts.

Let’s use the Prompt recipe to extract useful information from product
reviews.",10,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Extract entities from text#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"We’ll create another Prompt recipe to process the same dataset
(_product_reviews_) with a different prompt.

1.  Follow the same steps as above to create a new Prompt recipe.

2.  Name the OUTPUT DATASET product_reviews_extracted.

[Steps to create a new prompt recipe with the output dataset
product_reviews_extracted.]",11,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Extract entities from text#', 'Create the recipe#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"This prompt will instruct the LLM to extract information from the
reviews, including the name of the product, sentiment, a summary, and
other useful information. The output format will be in JSON, which we
could then parse and analyze more easily than the raw text.

1.  Choose an LLM connection.

2.  In the PROMPT box, copy and paste the following text:

     Extract the key information from the below product reviews in JSON format (no Markdown). Your answer should follow the JSON schema below:
    {
     ""title"": ""Product review"",
     ""description"": ""A product review"",
     ""type"": ""object"",
     ""properties"": {
       ""name"": {
         ""description"": ""The name of the product covered in the review. 'Unknown' if it cannot be determined"",
         ""type"": ""string""
       },
       ""summary"": {
         ""description"": ""A summary of the review"",
         ""type"": ""string""
       },
       ""predicted_sentiment"": {
         ""description"": ""Whether the product review is positive, negative or neutral"",
         ""type"": ""string"",
         ""enum"": [""positive"", ""neutral"", ""negative""],
       },
       ""advantages"": {
         ""description"": ""Advantages of the products mentioned in the review. Return an empty list if the review doesn't mention an advantage"",
         ""type"": ""array"",
         ""items"": {
           ""type"": ""string""
         }
       }
     },
       ""drawbacks"": {
         ""description"": ""Drawbacks of the products mentioned in the review. Return an empty list if the review doesn't mention a drawback"",
         ""type"": ""array"",
         ""items"": {
           ""type"": ""string""
         }
       }
     },
     ""required"": [ ""name"", ""summary"", ""sentiment"", ""advantages"", ""drawbacks""]
    }

3.  Click ADD INPUTS and add the following:

-   DESCRIPTION: Product review

-   COLUMN: text

4.  Click SAVE.

5.  RUN the recipe.

6.  After the recipe has finished running, click EXPLORE DATASET
    PRODUCT_REVIEWS_EXTRACTED.

[Steps to write a prompt and give the LLM input.]

The recipe created several columns. The _llm_output_ column contains the
json output we instructed the model to give. Notice there is also an
_llm_validation_status_ column with no values.

[The first output dataset.]

Note

Your results might differ from those shown because models can process
the same input differently.",12,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Extract entities from text#', 'Write the prompt#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-recipe.html,"Let’s update the recipe settings to validate that the model’s results
are in the JSON format we specified in the prompt. Results will be
output in the _llm_validation_status_ column.

1.  Click PARENT RECIPE to return to the recipe settings.

2.  Scroll to RESULT VALIDATION SETTINGS > EXPECTED OUTPUT FORMAT and
    choose JSON OBJECT.

3.  Click ADD KEY and enter the following keys:

-   name

-   summary

-   predicted_sentiment

-   advantages

-   drawbacks

4.  SAVE and RUN the dataset, then navigate to the updated output
    dataset.

[The first output dataset.]

The output dataset now includes values in the _llm_validation_status_
column. If you have any invalid responses the dataset will also contain
a value in the _llm_error_message_ column showing the issue.

In this example, the required JSON key _predicted_sentiment_ was not
present in one response from the model.

[The first output dataset.]

Tip

If you want to iterate on prompts or test different LLM performances
without running them on the entire dataset, use the Prompt Studio to
test results on dataset samples! You can access Prompt Studios directly
from the Prompt recipe with the EDIT IN PROMPT STUDIO button.

Next

Tutorial | Prompt engineering with LLMs

Previous

Tutorial | Summarize text with generative AI

Copyright © 2024, Dataiku

Made with Sphinx and @pradyunsg's Furo

 On this page

-   Tutorial | Processing text with the Prompt recipe
    -   Get started
        -   Objectives
        -   Prerequisites
    -   Create the project
    -   Translate text
        -   Create the Prompt recipe
        -   Write the prompt
    -   Extract entities from text
        -   Create the recipe
        -   Write the prompt
        -   Create validation settings",13,"{'headers': ['TUTORIAL | PROCESSING TEXT WITH THE PROMPT RECIPE#', 'Extract entities from text#', 'Create validation settings#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-engineering.html,"Contents

Menu

Expand

Light mode

Dark mode

Auto light/dark mode

Hide navigation sidebar

Hide table of contents sidebar

[Dataiku]

Academy

Join the Academy

Benefit from guided learning opportunities →

-   Quick Starts
-   Learning Paths
-   Certifications

-   Release Highlights
-   Academy Discussions

Community

-   
-   Learn About Us
-   Ask a Question
-   What's New?

-   Discuss Dataiku
-   Using Dataiku
-   Setup and Configuration
-   General Discussion
-   Plugins & Extending Dataiku
-   Product Ideas

-   Programs
-   Frontrunner Awards
-   Dataiku Neurons
-   Community Resources
-   Community Feedback
-   User Research

Documentation

Reference Documentation

Comprehensive specifications of Dataiku →

-   Release Notes
-   User's Guide
-   Specific Data Processing
-   Automation & Deployment
-   APIs
-   Installation & Administration
-   Other Topics

Knowledge

Knowledge Base

Articles and tutorials on Dataiku features →

-   User Guide
-   Admin Guide
-   Dataiku Solutions
-   Dataiku Cloud

Developer

Developer Guide

Tutorials and articles for developers and coder users →

-   Getting Started
-   Concepts and Examples
-   Tutorials
-   API Reference

Toggle site navigation sidebar

Dataiku Knowledge Base

Toggle Light / Dark / Auto color theme

Toggle table of contents sidebar

User Guide

-   Getting Started
-   Data Sourcing
-   Data Preparation
-   Data Visualization
-   Collaboration
-   Machine Learning & Analytics
-   Code
-   MLOps & Operationalization
-   Plugins

Dataiku Cloud

-   Space Management
-   Data Connections & Compute
-   Space Add-ons
-   Cloud Code Environments

Additional Offerings

-   Dataiku Solutions
-   Use Cases

Admin Guide

-   Deploying Dataiku
-   Configuring Dataiku
-   Operating Dataiku

-   [Go back to the homepage]
-   Machine Learning & Analytics
-   Generative AI and Large Language Models (LLMs)

Back to top

Toggle Light / Dark / Auto color theme

Toggle table of contents sidebar",1,,
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-engineering.html,"Designing high-quality prompts is the quickest and most efficient way to
leverage generative AI models and adapt them for specific business
purposes. This technique, known as PROMPT ENGINEERING, allows you to
modify the behavior of a large language model without costly and highly
technical fine-tuning methods.

In Dataiku, Prompt Studios allow you to test and iterate on prompts
until the model produces your desired response, and the Prompt recipe
allows you to operationalize the prompt.",2,{'headers': ['TUTORIAL | PROMPT ENGINEERING WITH LLMS#']},
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-engineering.html,,3,"{'headers': ['TUTORIAL | PROMPT ENGINEERING WITH LLMS#', 'Get started#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-engineering.html,"In this tutorial, you will:

-   Use Prompt Studios to engineer prompts for a large language model to
    summarize and classify text.

-   Push your final prompt to the Flow using the Prompt recipe.",4,"{'headers': ['TUTORIAL | PROMPT ENGINEERING WITH LLMS#', 'Get started#', 'Objectives#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-engineering.html,"To complete this tutorial, you will need:

-   Dataiku 12.5 or later.

-   An Advanced Analytics Designer or Full Designer user profile.

-   A connection to at least one supported generative AI model. Your
    administrator must configure the connection beforehand in the
    ADMINISTRATION PANEL > CONNECTIONS > NEW CONNECTION > LLM MESH.
    Supported model connections include models such as OpenAI, Hugging
    Face, Cohere, etc.

-   No prior knowledge of working with large language models (LLMs),
    though it would be useful to read the article Concept | Prompt
    Studios and Prompt recipe before completing this tutorial.",5,"{'headers': ['TUTORIAL | PROMPT ENGINEERING WITH LLMS#', 'Get started#', 'Prerequisites#']}",
https://knowledge.dataiku.com/latest/ml-analytics/gen-ai/tutorial-prompt-engineering.html,"This tutorial uses a dataset of articles from the Reuters news agency
that is publicly available on Kaggle. We’ll work with a subset of 1,000
articles to reduce computation cost.

To create the project:

1.  From the Dataiku Design homepage, click + NEW PROJECT > DSS
    TUTORIALS > ML PRACTITIONER > LLM - PROMPT ENGINEERING.

    [Screenshot of the dataset, which includes 1,000 news article
    headlines and descriptions.]

Note

You can also download the starter project from this website and import
it as a zip file.

The dataset includes a headline, date, and short description of each
article. Let’s say we want to know the main subjects of each article,
and for the results to be returned in JSON format so we can easily use
them in downstream recipes and models. We can use Prompt Studio to build
a prompt that automates this process.

Note

To view the full text in the _Headlines_ or _Description_ columns, right
click on the value and select SHOW COMPLETE VALUE, or use the keyboard
shortcut Shift + V.",6,"{'headers': ['TUTORIAL | PROMPT ENGINEERING WITH LLMS#', 'Get started#', 'Create the project#']}",
